normalized_concept,hub_count,claiming_hubs,variant_count,variants,file_count,source_fields
main dealing bronze_etoro_hedge_supportedinstrumentsaccount,1,domain-trading,1,main.dealing.bronze_etoro_hedge_supportedinstrumentsaccount,1,required_tables
main dealing bronze_event_hub_prod_event_streaming_we_investigation_tool_calculation_step_evh,1,domain-trading,1,main.dealing.bronze_event_hub_prod_event_streaming_we_investigation_tool_calculation_step_evh,1,required_tables
main dealing bronze_event_hub_prod_event_streaming_we_investigation_tool_fix_message_evh,1,domain-trading,1,main.dealing.bronze_event_hub_prod_event_streaming_we_investigation_tool_fix_message_evh,1,required_tables
main dealing bronze_event_hub_prod_event_streaming_we_investigation_tool_hedge_request_evh,1,domain-trading,1,main.dealing.bronze_event_hub_prod_event_streaming_we_investigation_tool_hedge_request_evh,1,required_tables
main dealing bronze_event_hub_prod_event_streaming_we_investigation_tool_order_execution_evh,1,domain-trading,1,main.dealing.bronze_event_hub_prod_event_streaming_we_investigation_tool_order_execution_evh,1,required_tables
main dealing bronze_event_hub_prod_event_streaming_we_investigation_tool_routed_execution_evh,1,domain-trading,1,main.dealing.bronze_event_hub_prod_event_streaming_we_investigation_tool_routed_execution_evh,1,required_tables
main dealing bronze_pricelog_history_currencyprice,1,domain-trading,1,main.dealing.bronze_pricelog_history_currencyprice,1,required_tables
main dealing gold_sql_dp_prod_we_dealing_dbo_dealing_bny_virtu_reconeodholding,1,domain-trading,1,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_bny_virtu_reconeodholding,1,required_tables
main dealing gold_sql_dp_prod_we_dealing_dbo_dealing_duco_activityrecon,1,domain-trading,1,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_duco_activityrecon,1,required_tables
main dealing gold_sql_dp_prod_we_dealing_dbo_dealing_marex_recon_eodholdings_futures,1,domain-trading,1,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_marex_recon_eodholdings_futures,1,required_tables
main dealing gold_sql_dp_prod_we_dealing_dbo_dealing_saxorecon_eodholdings,1,domain-trading,1,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_saxorecon_eodholdings,1,required_tables
main dealing gold_sql_dp_prod_we_dealing_dbo_v_dealing_duco_eodrecon,1,domain-trading,1,main.dealing.gold_sql_dp_prod_we_dealing_dbo_v_dealing_duco_eodrecon,1,required_tables
main dealing rnd_output_dealing_bestexecution_currencyprice,1,domain-trading,1,main.dealing.rnd_output_dealing_bestexecution_currencyprice,1,required_tables
main dealing rnd_output_dealing_bestexecution_dim_position,1,domain-trading,1,main.dealing.rnd_output_dealing_bestexecution_dim_position,1,required_tables
main dealing rnd_output_dealing_bestexecution_ems_investigation_tool,1,domain-trading,1,main.dealing.rnd_output_dealing_bestexecution_ems_investigation_tool,1,required_tables
main dealing rnd_output_dealing_bestexecution_position_change_log,1,domain-trading,1,main.dealing.rnd_output_dealing_bestexecution_position_change_log,1,required_tables
main dealing v_bronze_event_hub_prod_event_streaming_we_investigation_tool_execution_result_evh,1,domain-trading,1,main.dealing.v_bronze_event_hub_prod_event_streaming_we_investigation_tool_execution_result_evh,1,required_tables
main dwh gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_monthlypanel_fulldata,1,domain-customer-and-identity,1,main.dwh.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_monthlypanel_fulldata,1,required_tables
main dwh gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked,1,domain-marketing-and-acquisition,1,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked,2,required_tables
main dwh gold_sql_dp_prod_we_dwh_dbo_dim_billingdepot,1,domain-payments,1,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_billingdepot,1,required_tables
main dwh gold_sql_dp_prod_we_dwh_dbo_dim_cashoutstatus,1,domain-payments,1,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_cashoutstatus,1,required_tables
main dwh gold_sql_dp_prod_we_dwh_dbo_dim_country,1,domain-customer-and-identity,1,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country,1,required_tables
main dwh gold_sql_dp_prod_we_dwh_dbo_dim_fundingtype,1,domain-payments,1,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_fundingtype,1,required_tables
main dwh gold_sql_dp_prod_we_dwh_dbo_dim_instrument,1,domain-trading,1,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,1,required_tables
main dwh gold_sql_dp_prod_we_dwh_dbo_dim_mirror,1,domain-trading,1,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_mirror,1,required_tables
main dwh gold_sql_dp_prod_we_dwh_dbo_dim_position,1,domain-trading,1,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_position,2,required_tables
main dwh gold_sql_dp_prod_we_dwh_dbo_dim_positionchangelog,1,domain-trading,1,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_positionchangelog,1,required_tables
main dwh gold_sql_dp_prod_we_dwh_dbo_dim_regulation,1,domain-customer-and-identity,1,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation,1,required_tables
main dwh gold_sql_dp_prod_we_dwh_dbo_v_liabilities,1,domain-customer-and-identity,1,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,1,required_tables
main emoney bronze_fiatdwhdb_dbo_customereodbalance,1,domain-cross,1,main.emoney.bronze_fiatdwhdb_dbo_customereodbalance,1,required_tables
main emoney bronze_fiatdwhdb_dbo_fiataccount,1,domain-cross,1,main.emoney.bronze_fiatdwhdb_dbo_fiataccount,1,required_tables
main emoney bronze_fiatdwhdb_dbo_fiatbankaccount,1,domain-cross,1,main.emoney.bronze_fiatdwhdb_dbo_fiatbankaccount,1,required_tables
main emoney bronze_fiatdwhdb_dbo_fiattransactions,1,domain-cross,1,main.emoney.bronze_fiatdwhdb_dbo_fiattransactions,1,required_tables
main emoney bronze_fiatdwhdb_tribe_accountsactivities_862157,1,domain-cross,1,main.emoney.bronze_fiatdwhdb_tribe_accountsactivities_862157,1,required_tables
main emoney bronze_fiatdwhdb_tribe_accountsactivities_accountactivity_833937,1,domain-cross,1,main.emoney.bronze_fiatdwhdb_tribe_accountsactivities_accountactivity_833937,1,required_tables
main emoney bronze_fiatdwhdb_tribe_accountsactivities_riskactions_322546,1,domain-cross,1,main.emoney.bronze_fiatdwhdb_tribe_accountsactivities_riskactions_322546,1,required_tables
main emoney bronze_fiatdwhdb_tribe_accountsactivities_securitychecks_471048,1,domain-cross,1,main.emoney.bronze_fiatdwhdb_tribe_accountsactivities_securitychecks_471048,1,required_tables
main emoney bronze_fiatdwhdb_tribe_accountssnapshots_accountsnapshot_956050,1,domain-cross,1,main.emoney.bronze_fiatdwhdb_tribe_accountssnapshots_accountsnapshot_956050,1,required_tables
main emoney bronze_fiatdwhdb_tribe_authorizes_authorize_312243,1,domain-cross,1,main.emoney.bronze_fiatdwhdb_tribe_authorizes_authorize_312243,1,required_tables
main emoney bronze_fiatdwhdb_tribe_cardssnapshots_cardsnapshot_140457,1,domain-cross,1,main.emoney.bronze_fiatdwhdb_tribe_cardssnapshots_cardsnapshot_140457,1,required_tables
main emoney bronze_fiatdwhdb_tribe_settlementstransactions_333243,1,domain-cross,1,main.emoney.bronze_fiatdwhdb_tribe_settlementstransactions_333243,1,required_tables
main emoney bronze_fiatdwhdb_tribe_settlementstransactions_riskactions_236807,1,domain-cross,1,main.emoney.bronze_fiatdwhdb_tribe_settlementstransactions_riskactions_236807,1,required_tables
main emoney bronze_fiatdwhdb_tribe_settlementstransactions_securitychecks_426253,1,domain-cross,1,main.emoney.bronze_fiatdwhdb_tribe_settlementstransactions_securitychecks_426253,1,required_tables
main emoney bronze_fiatdwhdb_tribe_settlementstransactions_settlementtransaction_637239,1,domain-cross,1,main.emoney.bronze_fiatdwhdb_tribe_settlementstransactions_settlementtransaction_637239,1,required_tables
main etoro_kpi cfd_statusinfo_v,1,domain-customer-and-identity,1,main.etoro_kpi.cfd_statusinfo_v,1,required_tables
main etoro_kpi cidfirstdates_v,1,domain-customer-and-identity,1,main.etoro_kpi.cidfirstdates_v,2,required_tables
main etoro_kpi customer_exclude_list,1,domain-customer-and-identity,1,main.etoro_kpi.customer_exclude_list,1,required_tables
main etoro_kpi customer_segments_mail_v,1,domain-customer-and-identity,1,main.etoro_kpi.customer_segments_mail_v,1,required_tables
main etoro_kpi customer_segments_v,1,domain-customer-and-identity,1,main.etoro_kpi.customer_segments_v,1,required_tables
main etoro_kpi customer_snapshot_v,1,domain-customer-and-identity,1,main.etoro_kpi.customer_snapshot_v,3,required_tables
main etoro_kpi ddr_aum_v,1,domain-customer-and-identity,1,main.etoro_kpi.ddr_aum_v,1,required_tables
main etoro_kpi ddr_customer_current_flags,1,domain-customer-and-identity,1,main.etoro_kpi.ddr_customer_current_flags,1,required_tables
main etoro_kpi ddr_mimo_v,1,domain-customer-and-identity,1,main.etoro_kpi.ddr_mimo_v,1,required_tables
main etoro_kpi ddr_revenue_v,1,domain-customer-and-identity,1,main.etoro_kpi.ddr_revenue_v,1,required_tables
main etoro_kpi ftd_funnel_v,1,domain-customer-and-identity,1,main.etoro_kpi.ftd_funnel_v,1,required_tables
main etoro_kpi kyc_for_compliance_v,1,domain-customer-and-identity,1,main.etoro_kpi.kyc_for_compliance_v,1,required_tables
main etoro_kpi positions_for_compliance_v,1,domain-customer-and-identity,1,main.etoro_kpi.positions_for_compliance_v,1,required_tables
main etoro_kpi v_raf,1,domain-marketing-and-acquisition,1,main.etoro_kpi.v_raf,2,required_tables
main etoro_kpi v_raf_config,1,domain-marketing-and-acquisition,1,main.etoro_kpi.v_raf_config,2,required_tables
main etoro_kpi v_spaceship_fees,1,domain-revenue-and-fees,1,main.etoro_kpi.v_spaceship_fees,1,required_tables
main etoro_kpi v_spaceship_mimo,1,domain-revenue-and-fees,1,main.etoro_kpi.v_spaceship_mimo,1,required_tables
main etoro_kpi vg_crm_case,1,domain-customer-and-identity,1,main.etoro_kpi.vg_crm_case,2,required_tables
main etoro_kpi vg_customer_customer_first_dates,1,domain-customer-and-identity,1,main.etoro_kpi.vg_customer_customer_first_dates,2,required_tables
main etoro_kpi vg_customer_daily_snapshot,1,domain-customer-and-identity,1,main.etoro_kpi.vg_customer_daily_snapshot,1,required_tables
main etoro_kpi vg_ddr_revenue,1,domain-revenue-and-fees,1,main.etoro_kpi.vg_ddr_revenue,2,required_tables
main etoro_kpi_prep,1,domain-spaceship,1,main.etoro_kpi_prep,1,triggers
main etoro_kpi_prep gold_de_user_dim_ddr_customer_dailystatus_scd,1,domain-customer-and-identity,1,main.etoro_kpi_prep.gold_de_user_dim_ddr_customer_dailystatus_scd,2,required_tables
main etoro_kpi_prep mv_revenue_trading,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.mv_revenue_trading,2,required_tables
main etoro_kpi_prep options,1,domain-options,1,main.etoro_kpi_prep options,1,triggers
main etoro_kpi_prep v_dim_instrument_enriched,1,domain-trading,1,main.etoro_kpi_prep.v_dim_instrument_enriched,3,required_tables
main etoro_kpi_prep v_fact_customeraction_enriched,1,domain-customer-and-identity,1,main.etoro_kpi_prep.v_fact_customeraction_enriched,1,required_tables
main etoro_kpi_prep v_mimo_allplatforms,1,domain-payments,1,main.etoro_kpi_prep.v_mimo_allplatforms,1,required_tables
main etoro_kpi_prep v_mimo_emoneyplatform,1,domain-payments,1,main.etoro_kpi_prep.v_mimo_emoneyplatform,2,required_tables
main etoro_kpi_prep v_mimo_first_deposit_all_platforms,1,domain-payments,1,main.etoro_kpi_prep.v_mimo_first_deposit_all_platforms,1,required_tables
main etoro_kpi_prep v_mimo_tradingplatform,1,domain-payments,1,main.etoro_kpi_prep.v_mimo_tradingplatform,1,required_tables
main etoro_kpi_prep v_population_active_traders_lite,1,domain-payments,1,main.etoro_kpi_prep.v_population_active_traders_lite,1,required_tables
main etoro_kpi_prep v_population_balance_only_accounts,1,domain-payments,1,main.etoro_kpi_prep.v_population_balance_only_accounts,1,required_tables
main etoro_kpi_prep v_population_funded,1,domain-payments,1,main.etoro_kpi_prep.v_population_funded,2,required_tables
main etoro_kpi_prep v_population_otd_daterange,1,domain-payments,1,main.etoro_kpi_prep.v_population_otd_daterange,1,required_tables
main etoro_kpi_prep v_population_portfolio_only,1,domain-payments,1,main.etoro_kpi_prep.v_population_portfolio_only,1,required_tables
main etoro_kpi_prep v_revenue_adminfee,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_adminfee,1,required_tables
main etoro_kpi_prep v_revenue_cashoutfee_excluderedeem,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_cashoutfee_excluderedeem,1,required_tables
main etoro_kpi_prep v_revenue_cashoutfee_incredeem,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_cashoutfee_incredeem,1,required_tables
main etoro_kpi_prep v_revenue_commission,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_commission,1,required_tables
main etoro_kpi_prep v_revenue_conversionfee,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_conversionfee,1,required_tables
main etoro_kpi_prep v_revenue_conversionfee_withpositiondata,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_conversionfee_withpositiondata,1,required_tables
main etoro_kpi_prep v_revenue_cryptotofiat_c2f,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_cryptotofiat_c2f,1,required_tables
main etoro_kpi_prep v_revenue_dividend,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_dividend,1,required_tables
main etoro_kpi_prep v_revenue_dormantfee,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_dormantfee,1,required_tables
main etoro_kpi_prep v_revenue_fullcommission,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_fullcommission,1,required_tables
main etoro_kpi_prep v_revenue_interestfee,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_interestfee,1,required_tables
main etoro_kpi_prep v_revenue_rollover,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_rollover,1,required_tables
main etoro_kpi_prep v_revenue_sdrt,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_sdrt,1,required_tables
main etoro_kpi_prep v_revenue_share_lending,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_share_lending,1,required_tables
main etoro_kpi_prep v_revenue_spotadjustfee,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_spotadjustfee,1,required_tables
main etoro_kpi_prep v_revenue_ticketfee_bypercent,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_ticketfee_bypercent,1,required_tables
main etoro_kpi_prep v_revenue_ticketfee_fixed,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_ticketfee_fixed,1,required_tables
main etoro_kpi_prep v_revenue_transfercoinfee,1,domain-revenue-and-fees,1,main.etoro_kpi_prep.v_revenue_transfercoinfee,1,required_tables
main etoro_kpi_prep v_spaceship_aum,1,domain-spaceship,1,main.etoro_kpi_prep.v_spaceship_aum,3,required_tables
main etoro_kpi_prep v_spaceship_fees,1,domain-spaceship,1,main.etoro_kpi_prep.v_spaceship_fees,2,required_tables
main etoro_kpi_prep v_spaceship_mimo,1,domain-spaceship,1,main.etoro_kpi_prep.v_spaceship_mimo,4,required_tables
main etoro_kpi_stg crm_csat_survey_per_case_v,1,domain-customer-and-identity,1,main.etoro_kpi_stg.crm_csat_survey_per_case_v,1,required_tables
main etoro_kpi_stg crm_quality_assessment_per_case_v,1,domain-customer-and-identity,1,main.etoro_kpi_stg.crm_quality_assessment_per_case_v,1,required_tables
main etoro_kpi_stg crm_user_v,1,domain-customer-and-identity,1,main.etoro_kpi_stg.crm_user_v,1,required_tables
main etoro_kpi_stg v_marketing_campaigns_google,1,domain-marketing-and-acquisition,1,main.etoro_kpi_stg.v_marketing_campaigns_google,2,required_tables
main etoro_kpi_stg v_marketing_campaigns_social,1,domain-marketing-and-acquisition,1,main.etoro_kpi_stg.v_marketing_campaigns_social,2,required_tables
main experience bronze_etoro_customer_rafgiven,1,domain-marketing-and-acquisition,1,main.experience.bronze_etoro_customer_rafgiven,2,required_tables
main experience bronze_etoro_dwh_rafcustomers,1,domain-marketing-and-acquisition,1,main.experience.bronze_etoro_dwh_rafcustomers,1,required_tables
main experience bronze_event_hub_prod_event_streaming_we_impression_events_impressionevent,1,domain-product-analytics,1,main.experience.bronze_event_hub_prod_event_streaming_we_impression_events_impressionevent,1,required_tables
main experience bronze_event_hub_prod_event_streaming_we_social_relations_follow,1,domain-product-analytics,1,main.experience.bronze_event_hub_prod_event_streaming_we_social_relations_follow,1,required_tables
main experience bronze_event_hub_prod_event_streaming_we_streams_comment,1,domain-product-analytics,1,main.experience.bronze_event_hub_prod_event_streaming_we_streams_comment,1,required_tables
main experience bronze_event_hub_prod_event_streaming_we_streams_emotion,1,domain-product-analytics,1,main.experience.bronze_event_hub_prod_event_streaming_we_streams_emotion,1,required_tables
main experience bronze_event_hub_prod_event_streaming_we_streams_followdiscussion,1,domain-product-analytics,1,main.experience.bronze_event_hub_prod_event_streaming_we_streams_followdiscussion,1,required_tables
